gyset	gylfi
væggen	væggene
her	hr

hans	han
blik	blikbevægede
bevægede	bevægede
sig	så
videre	videre
til	thi
løgen	lauren

da	der
de	det
tæt	tætte
omslynget	
gik	gik
hjem	hjemlangs
langs	
kanalen	kanaan
hvor	hvoraf
småbåde	småbådene
lå	lo
og	at
vuggede	vuggede
i	fortøjningerne
fortøjningerne	
begyndte	begyndt
det	de
at	sne
sne	snedke

der	det
er	ved
ved	
at	
gå	
en	smule
smule	smuleinflation
inflation	inflation
i	af
diverse	
magasiner	magaziner
og	af
blade	blades
kåringer	kåringer
af	er
de	det
bedste	bedsteplader
plader	pladser
nogensinde	nogensinden

helt	hel
stille	stillet
så	som
vi	i
ikke	vækker
vækker	vækkers
hvile	hvilet

tejn	tejn
jeg	jer
mener	mener
at	du
du	
bør	bør
foretage	foretager
dig	der
noget	nåede
vi	vil
bliver	blir
nødt	nødte
til	at
at	og
forsvare	forsvarer
ubåden	ubådene
der	dér
er	hvor
hvor	
mange	mangen
er	der
der	dér

inflammation	inflammationen
i	ledene
ledene	ledderne
som	så
mindskes	mindskes
og	er
smerterne	smerterne
som	så
aftager	aftar
betydeligt	betydelig

kronen	kronheim
så	sig
ikke	
på	far
far	fare

sproget	sproget
blev	bliver
konstrueret	konstruerede
i	slutningen
slutningen	
af	ad
atten	attenhundredetallet
hundrede	
tallet	
som	som
en	ide
idé	ide

de	det
as	as

det	de
er	spændende
spændende	spændene
at	kunne
kunne	kunnet
vælge	vælges
selv	selvdet
det	de
er	tilfredsstillende
tilfredsstillende	
at	kunne
kunne	
skabe	skaben
noget	frem
frem	fremfor
for	
at	
være	
passivt	passiv
publikum	publikums
og	det
det	de
er	bekræftende
bekræftende	
at	og
være	
en	del
del	
af	er
et	fællesskab
fællesskab	
som	så
anerkender	anerkendede
vores	vore
bidrager	bidrag

og	om
det	de
må	vil
vel	være
være	
et	problem
problem	
for	fra
en	én
mand	
der	da
netop	er
er	af
hjertet	hjertets
senger	

nej	nej
hører	høre
n	nr

så	sir
føles	føles
det	de
som	somom
om	
du	det
er	lidt
lidt	
besat	besatte
af	allen
logen	lauren

i	ind
en	halv
halv	halvtimes
times	
tid	
havde	har
vi	i
vel	velligget
ligget	
i	ly
ly	lybag
bag	
nogle	nogen
klipper	klippere
og	kendte
kendte	kendt
nu	nuhver
hver	
en	
bevægelse	
i	den
den	
teknik	tekniks
som	så
perle	perlefiskeren
fiskeren	
beherskede	behersket
til	fulde
fulde	fulden

han	hans
er	har
sådan	sådanne
en	én
alle	allepigerne
pigerne	
ville	vil
stå	ståe
i	kø
kø	
for	fra
at	
være	
sammen	sammenmed
med	
hvis	vil
han	
ikke	var
var	er
slave	slavet

helt	hel
umiddelbart	umiddelbar
forstår	forstod
jeg	jer
at	af
trangen	trange
til	tør
at	
fordømme	fordømmer
det	dette
her	hér
er	
skulle	sku
der	da
perverst	pervers
tænker	tænke
man	men

i	idenmark
danmark	denmark
er	at
det	
særligt	særlig
er	af
erhvervsmanden	
asger	asger
åmund	åmund
der	dér
i	de
de	
senere	
år	årh
har	er
rejst	rejst
en	diskussion
diskussion	
om	omhvorvidt
hvor	hvorvidt
vidt	
den	dens
demokratiske	demokratiske
frihed	frihed
kan	ka
betale	betales
sig	så

tusindvis	tusinde
af	højteknologiske
højteknologiske	højteknologiske
virksomheder	virksomhederne
har	er
hovedsæde	hovedsædet
i	den
den	det
californiske	californiske
by	byblandt
blandt	bland
andre	and
abel	abelgoogle
google	google
ebay	ebayhjulet
hjulet	
packard	packard
intel	intelorakel
orakel	
og	of
jah	jaha
og	
det	de
gælder	gældere
om	at
at	
få	
dem	den
til	at
at	
forstå	forståe
at	af
barack	baracks
obama	obama
er	af
deres	deres
mand	mande

måske	måsket
burde	burde
regeringen	regeringerne
ligefrem	ligefrembegynde
begynde	begyndes
at	sanere
sanere	sanere
blandt	bland
de	det
allerede	alleredes
eksisterende	eksisterede
skånejob	skånejober

men	man
det	de
sker	skete
først	for
når	dit
dit	ditsind
sind	
ikke	er
er	er
et	stort
stort	
følelses	følelsesmores
mores	

over	over
mor	mormor
mor	
og	mig
mig	

nogle	nogen
piger	pirre
rykkede	rykket
lidt	til
til	thi
dig	der
sammen	
for	fra
at	og
vise	vises
tanja	tania
hvem	hvemme
de	det
gerne	vil
vil	ville
være	vær
sammen	samme
med	

dernæst	dernede
var	varsler
slår	
sparekassen	
komma	kommat
at	den
den	
ringer	ringer
kunderne	kunderne
op	oppe
på	
en	én
af	er
de	det
nærmeste	nærmestes
dage	dager
punktum	punktum

louise	louise
gik	gikkede
i	strandkanten
strandkanten	strandkanten
og	kikkede
kiggede	kikkede
efter	efterrav
rav	ravunder
under	
den	dens
op	opskyllede
skyllede	
tang	tanke
og	
anders	anders
fandt	fandtflade
flade	fladesten
sten	
som	så
han	hans
slog	sloge
smut	smuttet
med	
over	overbølgerne
bølgerne	bølgerne

pinkerton	pinkertonen
var	er
en	én
præmie	præmier
og	han
han	
ville	vil
sørge	sørget
for	fra
at	de
de	
blev	blevet
behandlet	behandlede
ordentligt	ordentlig
af	ad
hans	
firma	firmaer
og	fik
fik	fiktiv
rigelig	rigeligt
opmærksomhed	opmærksomhed

så	sir
bliver	blir
du	de
både	bådet
dygtig	dygtigt
til	thi
jobbet	jobbets
og	om
mere	
helt	hel
som	
menneske	mennesket

det	de
er	har
jo	dig
dig	der
der	da
er	åh
åh	
så	
bekymre	bekymret

mens	medens
hun	hungør
gør	gøre
rent	
kan	ka
han	
ikke	smide
smide	smides
sig	så
på	paa
sofaen	sofaen
det	de
havde	har
været	have
hans	han
plan	plane
at	og
komme	kommet
hjem	hjemsmide
smide	smidet
sig	så
på	at
sofaen	sofaen
give	giv
sig	så
selv	selvlov
lov	
til	at
at	
tænke	
i	fred
fred	friedman

hun	hundrede
gennede	gennede
black	blackie
i	
ud	
af	ad
stuen	stuen

for	fra
det	de
andet	
var	hvor
det	de
underskrevet	underskrevede
an	anne
og	
chad	chade
gifford	giffords
bestyrelsesformand	bestyrelsesformands
emeritus	emeritus
i	ib
bank	banken
of	of
amerika	america

det	dét
har	er
jeg	
nu	
er	meget
meget	
stolt	stol
af	at
det	dét
men	med
jeg	det
har	egentlig
egentlig	egentligt
aldrig	aldrigt
haft	haft
brug	brugen
for	fra
det	dét

måske	måsket
er	besse
besse	bessefra
fra	frau
fra	for
den	denne
tid	tid

og	om
hvis	vist
han	hans
foreslog	foresloge
at	vi
vi	
spiste	spist
en	time
time	
senere	senere
kunne	ku
hun	hunsige
sige	siger
at	hun
hun	
så	alligevel
alligevel	
under	underhele
hele	
prædiken	prædikenen
ikke	ville
ville	vil
tænke	tænkes
på	andet
andet	andetensovs
end	en
sovs	sovs
og	
kartofler	kartoflerne

her	heri
midt	med
i	
nitten	nittenhundrede
hundrede	
firserne	firserne
var	varer
det	de
blevet	bleven
overtaget	overtagede
af	at
helle	hellevirkner
virkner	virkner
og	
erik	eric
breiner	breiner
som	så
var	er
ansat	ansatte
som	så
direktører	direktøren
af	ad
københavns	københavn
landsdels	landsdelsteater
teater	
mens	men
klaus	klausner
pagh	paul
stadig	
ejede	ejede
bygningen	bygningen
og	der
der	da
var	er
stadig	stadigt
bud	budet
efter	
mig	matti
til	tage
roller	rolla
i	af
forskellige	forskellige
komedier	komediere
derude	deruden

rufus	ruffels
var	varanderledes
anderledes	anderledest
gentager	gentagede
anne	anne
også	osse
en	sine
sine	
søskende	

den	denne
aften	aftenen
ændrede	ændredes
det	dets
hvide	hvidehus
hus	husprofil
profil	profilbilledet
billedet	
på	
sin	sine
officielle	officiel
twitterkonto	twitterkonto
til	the
det	dets
regnbue	regnbuefarvede
farvede	
hus	

ranja	ranjas
der	da
ikke	
har	havde
glemt	glemt
den	dengang
gang	
på	for
blok	blokotte
otte	

men	meden
inden	inde
han	hans
går	gå
fortæller	fortæl
han	hans
hende	henne
at	udlændingene
udlændingene	udlændingerne
gerne	vil
vil	ville
have	ha
morgenmad	morgenmade
ved	ved
seks	sekstiden
tiden	
næste	næstemorgen
morgen	morgener
og	om
i	forlængelse
forlængelse	
heraf	herad
begynder	begynde
de	det
at	tale
tale	
om	omturister
turister	turisterne
og	om
morgenmad	morgenmade
hun	
er	lige
lige	ligepludselig
pludselig	
meget	meget
snakkesalig	snakkesalige

fra	fraderick
da	daraf
af	
forstod	forstår
jeg	jer
at	der
der	
fandtes	fandtes
et	ritual
ritual	
for	fra
gadekampe	gadekamperegler
regler	
og	
koder	koder
som	så
alene	alene
i	kraft
kraft	
af	at
deres	dets
eksistens	eksistencer
var	vare
bevis	bevist
på	for
de	det
sorte	
teenage	teenagekroppers
kroppes	
sårbarhed	sårbarheder

nul	nul
to	toogtres
ni	niogtres
seks	seksogtres
eno	enogtres
tres	
tre	trehundrede
hundrede	
og	
treogtredive	toogtredive

hun	han
vil	ville
hellere	heller
end	gerne
gerne	
vise	vises
alverden	alverdens
fabi	fabbys
flotte	flottebid
bid	

fire	fireogtres
en	ni
ni	
fem	femogtredive
otte	otteogtredive
og	
tredive	
otte	ottehundrede
hundrede	
og	
tyve	tyve

så	såsent
sent	sendt
som	
året	året
før	fører
havde	have
han	hans
under	underen
en	
officiel	officielt
middag	middagstillære
til	tillære
ære	æra
for	fra
simon	simon
peres	perezzi
i	
det	
hvide	vide
hus	husrejste
rejste	rejst
sig	så
for	at
at	
gå	
ud	at
at	og
pisse	pisset
halvvejs	halvvejsinde
inde	
i	
hakima	hakimas
s	
fortolkning	
af	at
tempo	tempoer
og	
i	imine
mine	
etto	ettoer
hvor	hvormange
mange	mangetimer
timer	time
sammenlagt	sammenlagte
havde	har
han	hans
brugt	brug
i	sit
sit	
liv	
på	at
at	
lytte	lytte
til	the
polman	polman

undersøgelser	undersøgelsen
viser	viser
at	jo
jo	
mere	
frigivet	frigiven
en	endog
dog	
fin	
man	
har	
som	så
følge	følget
af	er
fysisk	fysiskaktivitetens
aktivitet	aktivitetens
des	deres
bedre	
humør	humører
er	af
man	
i	

det	de
bord	bor
som	skulle
skulle	sku
have	ha
været	
til	velsignelse
velsignelse	velsignelsen
og	hvor
hvor	hvorhun
hun	
for	fra
blot	
tre	tres
år	
siden	siden
bandt	bandte
silke	silkesløjfer
sløjfer	
omkring	om
brevene	breven
fra	for
værk	værkherrens
herrens	
søn	
er	
nu	
blevet	bleven
arnestedet	arnestedet
for	fra
de	det
liderlige	liderligste
tanker	tankere
og	at
fantasier	fantasiere
rettet	rettede
mod	imod
en	én
mand	
hun	han
hævder	hævdere
aldrig	at aldrig
har	at have
rørt	rørte
hende	henne

tre	tres
gamle	gamles
ar	arter
løber	løber
parallelt	parallelt
over	overmandens
mandens	mandens
hoved	hovedsomom
som	somom
om	
nogen	nogle
har	havde
ridset	ridset
det	dem
med	
en	stor
stor	storgaffel
gaffel	gaffelt
og	at
løsnet	løsnet
pande	pandehuden
huden	
så	
det	de
ene	øjenbryn
øjenbryn	øjenbryns
hænger	hængere
lavere	lavere
end	en
det	den
andet	

jeg	jer
synes	syntes
at	du
du	
skulle	sku
gå	gået
efter	fra
malibu	malibubarbielykket
barbie	
lykket	

måske	måsket
burde	burde
regeringen	regeringerne
ligefrem	ligefrembegynde
begynde	begyndes
med	at
at	
senere	sende
blandt	blande
de	det
allerede	alleredes
eksisterende	eksisterede
skånejob	skånejober

denne	den
aften	aftenen
kom	kommer
hun	han
forbi	for
baren	barren
for	fra
at	få
få	
julie	julia
til	at
at	
smage	smager
på	paa
en	kage
kage	kage

det	de
er	hendes
hendes	henne
eller	ellerhans
hans	han
sjæl	sjælville
vil	ville
via	være
kroppen	kroppens
søger	sørge
at	og
nå	
ind	indtil
til	

han	hun
blev	bliver
eksporteret	eksporterede
forbi	fra
militær	militærvagterne
vagterne	
med	
deres	deres
nypudsede	nypudset
med	mesinknapper
sin	
knapper	knapper
og	
ud	ude
på	
toilettet	toilettet

lidt	lidt
efter	efterer
er	har
det	de
blevet	bleven
til	ten
en	én
flyver	flyver
og	at
jeg	at jeg
duver	duverer
af	afsted
sted	
over	overskyerne
skyerne	skyerne
hvor	hvorhimlen
himlen	himmelen
er	blå
blå	blåt
som	så
et	ét
hav	have

det	de
er	ligesom
ligesom	lisom
i	freya
frege	freya
friday	friday

wittrup	wittrup
a	as
s	

fordi	for
vi	i
lever	levede
i	en
en	
tid	
og	at
det	de
gjaldt	gjalder
allerede	alleredes
i	nittenhundrede
nitten	nittenhundrede
hundrede	
og	
halvtreds	enoghalvtreds
da	der
murdock	murdoch
skrev	skrevet
disse	disse
ord	orde
hvor	vi
vi	i
bogstavelig	bogstaveligt
talt	taltbliver
bliver	blir
selvoptaget	selvoptagede
i	flere
flere	
og	flere
flere	
livsens	livsenser
og	
hvor	var
det	de
lille	lilleord
ord	
selv	selvkonstant
konstant	
sættes	sættes
foran	fra
mange	mangegode
gode	goder
ord	ordtillid
tillid	tillidt
hver	være
kærlighed	
hvilket	hvilke
risikerer	risikerede
at	og
ødelægge	
dem	den

han	hun
var	er
dommer	dommere
i	en
en	
af	er
de	det
mest	mestomtalte
omtalte	omtalt
skandaler	skandiere
i	ifjor
fjord	fjor

men	man
så	sir
greb	greg
noget	nogen
andet	andetfat
fat	fattig
i	
mig	
og	hyldede
hyldede	hylet
mig	med
i	mørke
mørke	mørket

jeg	det
har	er
ikke	
tænkt	tænkte
på	det
det	dét
før	førmen
men	man
gysi	gisi
har	er
aldrig	altid
talt	talte
om	sin
sin	sine
familie	familie

min	mine
mor	morfar
og	far
far	
ville	vil
være	fortabte
fortabte	fortabt
søn	sønner
er	
begge	
to	
og	
når	når
festen	festene
var	varslut
slut	slutville
ville	vil
de	det
hjem	hjemme

et	ét
billed	billedpoppede
poppede	poppet
op	oppe
i	mit
mit	
hoved	hovedmor
mor	
der	da
slæber	slæber
mig	med
langs	langsvejen
vejen	
i	min
min	
hestehale	hestehalen
mens	medens
hun	hund
høfligt	høflig
hilser	hildser
på	paa
naboerne	naboerne

datteren	datteren
eva	evanlyn
hoff	hoffe
hævder	hævdede
at	have
have	
oplagret	oplagret
nogle	nogen
af	papirerne
papirerne	papirerne
i	bankboks
bankboks	bankbox
i	itel
tel	teltaviv
aviv	
og	of
zurich	zurich
for	får
at	
beskytte	beskytter
dem	den
mod	imod
mulig	muligt
tyveri	tyverie

jeg	de
har	havde
oversat	oversatte
porno	pornobøger
bøger	
det	
er	noget
noget	
der	da
giver	gir
godt	god
men	med
jeg	jer
blev	bliver
træt	trætte
af	at
det	dét
jeg	kunne
kunne	ku
ikke	holde
holde	holdet
det	dem
ud	udtil
til	tilsidst
sidst	
det	de
er	destruktivt
destruktivt	destruktiv
og	trivielt
trivielt	triviel
du	de
har	er
måske	måsket
et	nyt
nyt	
job	
til	thi
mig	maya
sagde	sagte
leni	leni
og	det
det	de
var	er
sjældent	sjælden
hun	hun
sagde	sagte
så	såmæget
meget	
på	engang
en	én
gang	
og	hun
hun	
kom	kommer
til	at
at	og
spilde	spille
øl	ølned
ned	
ad	af
sig	så
og	
j	jeg

her	hér
kan	ka
vi	i
hjælpe	hjælpesyge
syge	syger
og	at
fattige	fattigere
og	at
dermed	derved
bringe	bringer
disse	det
menneskers	menneskers
udgifter	udgiftere
væsentligt	væsentlig
ned	nede

de	det
dele	deler
af	er
teksten	tekster
jeg	selv
selv	har
har	er
forfattet	forfattede
kan	ka
person	personen
naturligvis	
kommentere	kommenteres
men	man
i	sidste
sidste	
ende	ende
bestemmer	bestemme
jeg	jer
over	overdem
dem	den

afslut	afslut
auto	autofunktion
funktion	

hun	han
er	har
uddannet	uddannede
klinisk	kliniskpsykolog
psykolog	
og	
på	er
det	
tidspunkt	tidspunkt
ansat	ansatte
i	en
en	
skole	skolepsykologisk
psykologisk	
rådgivning	

om	og
lidt	lidt
vil	ville
hun	
træde	trædes
frem	fremfor
for	
ham	hammars
et	
nik	nickly
li	
chi	
fra	
et	ét
af	
paris	parismodehuse
modehuse	

marker	markér
afsnit	afsnit

og	også
ud	udtumler
tumler	
ester	ester
blændet	blændede
af	ad
lyset	lyset
og	at
forvirret	forvirrede
ved	vil
tilbagekomsten	tilbagekomsten
fra	for
sin	sine
nye	nyspirende
spirende	
livs	livsfornemmelse
fornemmelse	

siden	siden
havde	har
de	det
næsten	daglig
daglig	dagligt
været	
op	oppe
og	at
trættes	trættet
om	og
det	dét

bag	bage
psykologen	psykologens
flagrede	flagret
farvestrålende	farvestrålene
blade	bladet
af	
papir	papirklistrede
klistrede	
fast	fastmetape
med	
tape	taper
på	
ruden	ruden
i	den
den	dens
varme	varmeluft
luft	luftfra
fra	for
radiatoren	radiatoren

og	om
efter	eftervores
vores	vor
første	førstemøde
møde	
sendte	sende
hun	mig
mig	med
en	enemail
email	email
hvor	hvorhun
hun	
erklærede	erklæret
mig	med
sin	sine
fulde	fuldet
tillid	tillid

midten	midtenen
af	er
maj	may
kommer	kommer
og	af
gård	går

kroner	kr
et	dyk
dyk	
i	den
den	
gennemsnitlige	gennemsnitliges
pris	prisforgas
for	fra
gas	gaza
og	
fuelolie	fuelolie
på	fra
syv	syvogtredive
og	
tredive	
procent	procentfor
for	fra
to	totusinde
tusinde	tusind
og	otte
otte	otteogtyve
til	
to	totusinde
tusinde	tusind
og	ni
ni	niogtres

fiskerbådene	fiskerbådene
ligger	lægger
for	fortøjet
tøjet	
på	paa
denne	den
side	sider
af	at
blokken	blokkene
og	at
fiskerne	fiskerne
står	stå
på	pårække
række	rækken
og	at
sælger	sælgerdagens
dagens	dagens
fangst	fangster

hun	hundrede
har	havde
undersøgt	undersøgte
deres	dets
måde	moder
at	og
beskrive	
opfattet	opfatte
det	de
hellige	helligede
det	de
guddommelige	guddommeligt
på	pospecielt
specielt	
i	
forbindelse	
med	medkøn
køn	kønt

også	osse
selv	selvom
om	
det	de
øs	øsregner
regner	
og	dér
der	dér
kommer	kom
flint	flynn
stående	ståen
over	overtyskland
tyskland	tysklanden

lige	ligefra
fra	
den	denne
nærmeste	nærmest
familie	familie
op	oppe
til	
politikerne	politikerne

døden	døden
er	af
en	én
overskæring	
af	er
forbindelsen	forbindelserne
mellem	imellem
selvet	selvet
og	af
verden	verdenen
og	selvom
selv	selvom
om	
selvet	selvet
ikke	kan
kan	ka
forestille	forestilles
sig	så
ikke	at
at	eksisterer
eksistere	eksisterer
er	at
det	de
virkelig	virkeligt
skræmmende	skræmmene
ved	vil
udsigten	udsigten
til	at
at	døden
dø	døde
måske	
ikke	ikkeudslettelsen
udslettelsen	udslettelserne
af	er
bevidstheden	bevidstheden
men	med
udslettelsen	udslettelserne
af	er
verden	verdenen

han	hans
hader	har
selvfølgelig	selvfølgeligt
også	osse
alt	al
det	dét
jeg	
har	er
fået	for
for	fra
mors	mor
penge	pengeradiogrammofonen
radio	radiogrammofonen
grammofonen	
mine	minisokkerskjorterne
sokker	sokkerskjorterne
skjorterne	
lænestolen	lænestolens
manchet	manchetknapperne
knapperne	
har	havde
vandet	vandet
som	så
er	mægtig
mægtig	mægtigt
feminint	feminintmin
min	med
næsten	næstenvenetianske
venetiansk	venetianske
spejl	spejler
og	
alt	al
det	de
andet	andets
kram	krammer

nis	nichols
østergaard	østergård

der	det
lå	lo
et	ét
men	
og	
lurede	lurede
mellem	imellem
ordene	
og	derfor
derfor	dér for
kunne	ku
jeg	ikke
ikke	slappe
slappe	slappes
af	ad

små	småkviksølvagtige
kviksølv	kviksølvagtige
agtige	
skævinge	
ilede	ilede
gennem	gennem
hans	han
krop	kroppe

jeg	det
havde	har
indvendt	indvendte
i	bedt
bedt	
til	
at	jeg
jeg	
dog	snart
snart	skulle
skulle	sku
få	for
andet	andette
og	mere
mere	
end	en
tang	tangorfisk
og	
fisk	
at	og
se	
men	man
fortrød	fortrøde
nu	nubittert
bittert	
mit	min
ønske	ønsker

han	hun
var	er
i	færd
færd	
med	at
at	og
slibe	slippe
æggen	æggene
på	paa
sit	sits
sværd	sværde
efter	efteren
en	træningstime
træningstime	træningstime
med	ved
horace	horaces
da	der
han	
sendte	sende
ranger	rangerlærlingen
lærlingen	
et	
spørgende	spørgne
blik	blik

her	her
andersd	anderst

folk	folket
stod	står
simpelthen	simpelt hen
op	oppe
søndag	søndagsmorgen
morgen	
for	fra
at	
være	
sikre	sikrere
på	at
at	få
få	for
søndags	søndagsjournalen
journalen	
med	
hov	hovhov
hov	
lagde	
gaderne	gadernes
øde	ødelørdag
lørdag	lørdagsaften
aften	

men	med
da	der
jeg	tog
tog	to
check	sheckman
mand	
i	
at	
se	
på	mig
mig	
over	overranden
randen	
af	ad
kaffekoppen	kafkakoppen
kom	komme
al	alm
min	
bekymring	bekymringsstrømmende
strømmende	strømmede
tilbage	tilbagen
med	
så	såvoldsom
voldsom	voldsomt
kraft	krafter
er	
det	de
overraskede	overrasket
mig	meget

hvis	vi
det	de
var	gået
gået	skævt
skævt	skævte
dengang	den gang
var	hans
hans	han
karriere	karrierer
kørte	kørt af
sporet	sporen
for	fra
begyndelsen	begyndelserne

visse	visse
firmaer	firmaers
går	gårdog
han	dog
dog	der
så	såvidt
vidt	
som	
til	at
at	
tilbyde	tilbyder
reparation	reparationen
af	ad
computeren	computeren
over	ovre
hele	heleverden
verden	verdenen

det	de
må	vil
stå	står
virkelig	virkeligt
sendt	send
til	thi
når	når
regeringen	regeringerne
nu	vil
vil	ville
have	ha
pensionisterne	pensionisterne
ud	ude
på	af
arbejdsmarkedet	arbejdsmarkedet

frygten	frøkenen
for	får
at	saddam
saddam	saddamshussein
hussein	hussein
igen	
vil	ville
bruge	bruges
kemiske	kemisk
våben	våbene
mod	modkurderne
kurderne	kurderne
ligesom	lisom
han	hans
gjorde	gjort
i	nittenhundrede
nitten	nittenhundrede
hundrede	
otte	
og	
firs	otteogfirs
har	havde
fået	for
mange	mangen
til	at
at	
flygte	flygtede
fra	for
de	det
irakiske	erakiske
lejre	lejrer

hals	halts
der	da
sad	sagde
i	nærheden
nærheden	
og	at
reparerede	repareredes
styre	styrefjerne
fjerene	
på	
sine	sin
pile	pilekiggede
kiggede	kikkede
op	oppe

lige	ligeså
så	
forskellig	forskelligt
som	
mand	mander
og	
kvinde	
er	af
lyset	lysede
og	af
stenen	stenene
og	lige
lige	ligeså
så	
hurtigt	hurtig
kan	ka
de	det
også	osse
forvandle	forvandles
hinanden	hinanden
om	omend
end	
kun	
for	fra
nogle	nogen
timer	time

lad	la
være	vær
sagde	sagte
epstein	epstein
hurtigt	hurtig
allerede	allerede
ude	ud
af	ad
sengen	senge
og	at
ved	vil
at	
finde	finne
sin	sine
bukser	bukser

find	find
word	wordstiler
stiler	

arranger	arrangér
markeret	markerede
filer	fil

fire	fireogtres
procent	procenter
af	er
de	det
adspurgte	adspurgtes
angav	angave
at	de
de	det
her	
var	blev
blevet	bleven
udsat	udsatte
for	fra
en	en
enten	en
dårlige	dårlig
eller	meget
meget	megen
dårlige	dårlig
behandling	behandlinger

de	det
kan	ka
orientere	orienteres
dig	derom
om	
hvor	hvormeget
meget	
du	de
skal	ska
have	ha
i	lauren
løn	
som	
voksen	voksenelev
elev	
i	
dit	ditte
geografiske	geografiskes
område	området
for	fra
at	du
du	
kan	ka
fuldføre	fuldføres
